;Classe;Département;Nombre individus
1038;1898;hautes-pyrenees;2908
1039;1910;vosges;4389
1040;1909;vienne;1652
1041;1906;cher;133
1042;1898;haute-savoie;2696
1043;1909;vendee;3878
1044;1898;haute-saone;1635
1045;1898;haute-marne;1445
1046;1909;vaucluse;1617
1047;1919;vendee;3716
1048;1906;charente-maritime;3194
1049;1898;haute-loire;2468
1050;1909;var;1959
1051;1898;haut-rhin;2951
1052;1898;guadeloupe;678
1053;1891;pas-de-calais;6325
1054;1916;ain;207
1055;1898;gironde;5802
1056;1909;tarn-et-garonne;1243
1057;1898;gard;4216
1058;1909;tarn;3606
1059;1898;eure-et-loir;48
1060;1912;haute-loire;2676
1061;1898;eure;1547
1062;1898;drome;2392
1063;1898;doubs;1844
1064;1909;seine-maritime;8269
1065;1906;charente;4102
1066;1898;deux-sevres;2350
1067;1919;cher;45
1068;1909;seine-et-marne;2782
1069;1898;creuse;1734
1070;1909;savoie;0
1071;1898;cote+d%27or;1
1072;1898;corse;2330
1073;1909;sarthe;0
1074;1918;meuse;4364
1075;1898;correze;4102
1076;1909;saone-et-loire;5216
1077;1896;loire-atlantique;5523
1078;1898;charente-maritime;3522
1079;1898;charente;2356
1080;1898;cantal;2536
1081;1892;marne;4833
1082;1898;calvados;0
1083;1906;calvados;0
1084;1898;bouches-du-rhone;3620
1085;1898;bas-rhin;2707
1086;1898;aveyron;2562
1087;1898;aude;3595
1088;1909;puy-de-dome;931
1089;1906;bouches-du-rhone;4992
1090;1898;ariege;1416
1091;1909;pas-de-calais;9040
1092;1898;ardennes;2501
1093;1892;lot-et-garonne;2827
1094;1898;ardeche;2178
1095;1909;paris;25095
1096;1898;archives+nationales+d%27outre+mer;6530
1097;1909;orne;2312
1098;1898;alpes-maritimes;0
1099;1898;alpes-de-haute-provence;1301
1100;1909;oise;0
1101;1898;allier;0
1102;1898;aisne;1125
1103;1892;loire-atlantique;5498
1104;1898;ain;671
1105;1911;vaucluse;1629
1106;1914;loiret;1517
1107;1914;isere;4362
1108;1914;haute-garonne;3163
1109;1914;haute-saone;2066
1110;1914;gironde;7297
1111;1897;yvelines;4615
1112;1909;nievre;2791
1113;1914;bas-rhin;3474
1114;1914;creuse;2444
1115;1914;charente-maritime;3361
1116;1914;archives+nationales+d%27outre+mer;8637
1117;1913;manche;1807
1118;1913;territoire+de+belfort;2326
1119;1913;savoie;0
1120;1913;nievre;2816
1121;1913;orne;2766
1122;1913;meuse;5254
1123;1897;yonne;2711
1124;1909;haute-vienne;3372
1125;1913;herault;31
1126;1913;lot;1538
1127;1913;isere;4252
1128;1913;haute-loire;2642
1129;1913;haute-savoie;2373
1130;1897;vosges;4408
1131;1909;moselle;0
1132;1896;isere;5027
1133;1913;cotes+d%27armor;5116
1134;1913;charente;4779
1135;1913;archives+diplomatiques;697
1136;1913;ardennes;4063
1137;1913;allier;0
1138;1892;haute-vienne;4975
1139;1897;vendee;4047
1140;1909;morbihan;5828
1141;1906;aveyron;0
1142;1912;pyrenees-atlantiques;3601
1143;1912;sarthe;0
1144;1912;nievre;2702
1145;1892;haute-saone;1780
1146;1912;drome;2297
1147;1912;loiret;359
1148;1912;isere;4265
1149;1912;haute-garonne;3127
1150;1912;haute-saone;2049
1151;1912;gironde;7553
1152;1892;haute-garonne;4294
1153;1912;creuse;2242
1154;1912;charente-maritime;2982
1155;1912;charente;4422
1156;1912;archives+nationales+d%27outre+mer;9820
1157;1897;vaucluse;1722
1158;1897;var;0
1159;1909;meuse;4017
1160;1919;yvelines;6803
1161;1910;lot-et-garonne;1839
1162;1911;tarn;3390
1163;1909;haut-rhin;2101
1164;1911;saone-et-loire;5227
1165;1911;rhone;0
1166;1911;morbihan;6693
1167;1911;nord;0
1168;1919;var;2234
1169;1911;memoire+des+hommes;3205
1170;1897;territoire+de+belfort;2330
1171;1911;hautes-alpes;908
1172;1911;loire-atlantique;6513
1173;1911;indre-et-loire;2426
1174;1911;indre;2312
1175;1911;haut-rhin;2393
1176;1911;haute-marne;1110
1177;1897;tarn-et-garonne;1600
1178;1909;meurthe-et-moselle;3036
1179;1896;loir-et-cher;0
1180;1910;vendee;3709
1181;1911;cote+d%27or;1
1182;1911;cantal;1711
1183;1911;calvados;0
1184;1911;alpes-maritimes;2237
1185;1911;ardeche;1991
1186;1911;aisne;1158
1187;1910;puy-de-dome;3840
1188;1910;tarn-et-garonne;1144
1189;1910;sarthe;0
1190;1910;saone-et-loire;4965
1191;1910;moselle;0
1192;1910;oise;0
1193;1897;tarn;2348
1194;1897;somme;4188
1195;1909;memoire+des+hommes;2956
1196;1897;seine-maritime;6789
1197;1897;seine-et-marne;2727
1198;1909;mayenne;2618
1199;1906;aude;2305
1200;1919;hautes-alpes;0
1201;1910;loire;3724
1202;1910;indre;2184
1203;1910;ille-et-vilaine;5204
1204;1910;guadeloupe;1504
1205;1910;haute-loire;2463
1206;1910;gard;4317
1207;1919;rhone;0
1208;1910;cote+d%27or;1
1209;1919;savoie;0
1210;1919;tarn-et-garonne;1211
1211;1919;gers;1728
1212;1919;oise;0
1213;1918;saone-et-loire;5384
1214;1919;haut-rhin;4635
1215;1919;charente-maritime;3471
1216;1919;cotes+d%27armor;6525
1217;1918;meurthe-et-moselle;0
1218;1919;ardennes;4122
1219;1918;vienne;0
1220;1918;gers;1793
1221;1918;orne;2738
1222;1918;lozere;0
1223;1918;isere;4288
1224;1897;savoie;0
1225;1897;sarthe;21903
1226;1909;martinique;1402
1227;1916;ariege;1743
1228;1917;yonne;2293
1229;1917;seine-maritime;9096
1230;1917;meurthe-et-moselle;0
1231;1917;maine-et-loire;0
1232;1917;gers;1655
1233;1917;landes;2766
1234;1917;aube;288
1235;1914;manche;1786
1236;1917;charente;5408
1237;1916;var;2208
1238;1917;alpes-de-haute-provence;865
1239;1897;rhone;0
1240;1906;aube;1723
1241;1916;aude;2471
1242;1915;yvelines;6647
1243;1916;jura;2180
1244;1916;deux-sevres;2718
1245;1916;guadeloupe;1558
1246;1916;cote+d%27or;462
1247;1916;alpes-maritimes;2301
1248;1903;vendee;3882
1249;1915;sarthe;5528
1250;1903;vaucluse;1651
1251;1899;lozere;1
1252;1915;manche;1694
1253;1899;lot-et-garonne;2581
1254;1895;hautes-alpes;1192
1255;1915;meurthe-et-moselle;0
1256;1893;loir-et-cher;0
1257;1900;aude;3577
1258;1897;pyrenees-orientales;2038
1259;1900;aube;1688
1260;1900;ariege;1742
1261;1897;pyrenees-atlantiques;4924
1262;1900;ardennes;2215
1263;1900;ardeche;2003
1264;1909;manche;1623
1265;1900;archives+nationales+d%27outre+mer;6230
1266;1893;isere;4676
1267;1914;ardennes;3661
1268;1903;var;1860
1269;1900;alpes-maritimes;2495
1270;1914;martinique;1296
1271;1890;cotes+d%27armor;4108
1272;1893;dordogne;3584
1273;1915;charente;4939
1274;1903;territoire+de+belfort;2257
1275;1900;allier;0
1276;1915;charente-maritime;3437
1277;1893;indre;3677
1278;1900;aisne;1062
1279;1914;var;1900
1280;1891;correze;3351
1281;1890;cote+d%27or;0
1282;1915;alpes-de-haute-provence;872
1283;1893;ille-et-vilaine;5784
1284;1893;deux-sevres;2244
1285;1914;tarn;4221
1286;1899;loir-et-cher;0
1287;1895;haute-vienne;5214
1288;1914;haute-loire;2757
1289;1893;herault;466
1290;1899;vosges;4202
1291;1914;morbihan;6871
1292;1899;vienne;1294
1293;1893;hautes-pyrenees;2711
1294;1914;jura;2109
1295;1903;tarn-et-garonne;1409
1296;1899;isere;0
1297;1914;ille-et-vilaine;6344
1298;1903;tarn;4237
1299;1899;var;0
1300;1914;dordogne;4036
1301;1899;territoire+de+belfort;2287
1302;1890;correze;3377
1303;1914;finistere;9183
1304;1899;indre-et-loire;2024
1305;1895;haute-savoie;2792
1306;1897;puy-de-dome;0
1307;1899;indre;3720
1308;1893;cote+d%27or;0
1309;1897;pas-de-calais;8269
1310;1903;somme;3333
1311;1899;tarn-et-garonne;1519
1312;1909;maine-et-loire;0
1313;1899;tarn;2405
1314;1899;seine-maritime;7458
1315;1889;guadeloupe;562
1316;1893;haute-saone;1673
1317;1899;seine-et-marne;2690
1318;1913;haute-marne;1068
1319;1893;haute-marne;1391
1320;1899;sarthe;4094
1321;1914;aisne;1178
1322;1903;seine-maritime;7728
1323;1899;rhone;0
1324;1913;seine-et-marne;3983
1325;1899;pyrenees-orientales;1944
1326;1893;haute-garonne;4105
1327;1913;rhone;0
1328;1899;hautes-pyrenees;3329
1329;1891;cher;0
1330;1896;drome;2612
1331;1913;yonne;2372
1332;1910;pas-de-calais;9078
1333;1916;orne;2825
1334;1911;maine-et-loire;0
1335;1918;ain;816
1336;1913;vienne;1447
1337;1917;haute-savoie;2676
1338;1911;tarn-et-garonne;1133
1339;1895;puy-de-dome;1
1340;1919;aisne;1162
1341;1891;aveyron;2072
1342;1918;oise;0
1343;1917;loir-et-cher;0
1344;1919;pas-de-calais;10817
1345;1895;deux-sevres;2425
1346;1917;memoire+des+hommes;2235
1347;1916;tarn;4576
1348;1916;rhone;0
1349;1895;creuse;1690
1350;1916;drome;2502
1351;1916;charente-maritime;3642
1352;1911;aube;1869
1353;1903;indre-et-loire;2616
1354;1913;lot-et-garonne;2053
1355;1895;cote+d%27or;0
1356;1910;haute-savoie;2231
1357;1903;herault;570
1358;1911;loiret;130
1359;1903;hautes-pyrenees;3307
1360;1911;eure;1485
1361;1891;ariege;1718
1362;1910;loiret;140
1363;1903;haute-vienne;3521
1364;1910;meuse;4292
1365;1895;cher;30
1366;1918;eure-et-loir;685
1367;1903;haute-marne;932
1368;1918;loire;4435
1369;1913;alpes-de-haute-provence;970
1370;1914;nord;0
1371;1901;ain;295
1372;1911;martinique;1924
1373;1904;lot;1827
1374;1919;tarn;3065
1375;1895;charente;2137
1376;1918;manche;1860
1377;1912;calvados;0
1378;1919;eure;1591
1379;1895;cantal;2500
1380;1910;deux-sevres;2983
1381;1911;hautes-pyrenees;2701
1382;1910;vaucluse;1541
1383;1903;gard;4357
1384;1917;territoire+de+belfort;2463
1385;1910;savoie;0
1386;1911;eure-et-loir;336
1387;1903;eure-et-loir;22
1388;1918;nord;0
1389;1903;drome;2305
1390;1891;archives+diplomatiques;0
1391;1903;dordogne;3795
1392;1895;aude;3134
1393;1910;paris;24311
1394;1908;hautes-pyrenees;2792
1395;1889;var;0
1396;1889;hautes-pyrenees;2092
1397;1890;charente-maritime;2951
1398;1908;indre-et-loire;2559
1399;1897;oise;0
1400;1908;landes;2369
1401;1892;guadeloupe;515
1402;1889;vienne;1668
1403;1889;yonne;2464
1404;1890;archives+nationales+d%27outre+mer;5679
1405;1889;morbihan;3587
1406;1890;aisne;1091
1407;1890;alpes-de-haute-provence;1193
1408;1889;pas-de-calais;6996
1409;1889;pyrenees-atlantiques;4427
1410;1890;cantal;2385
1411;1889;saone-et-loire;5045
1412;1889;mayenne;2742
1413;1889;haute-loire;2407
1414;1889;haute-saone;1649
1415;1892;loire;0
1416;1909;herault;517
1417;1911;lot;1412
1418;1913;mayenne;2762
1419;1892;nord;0
1420;1893;charente-maritime;3337
1421;1913;gard;4067
1422;1913;charente-maritime;3330
1423;1893;creuse;1773
1424;1892;saone-et-loire;5575
1425;1912;cher;93
1426;1893;finistere;6766
1427;1899;loire-atlantique;5571
1428;1899;lot;1542
1429;1899;morbihan;5544
1430;1899;maine-et-loire;0
1431;1899;martinique;1002
1432;1909;lozere;0
1433;1893;aveyron;2543
1434;1892;pyrenees-orientales;1858
1435;1911;pyrenees-atlantiques;3592
1436;1892;rhone;0
1437;1893;corse;2334
1438;1903;rhone;0
1439;1891;rhone;0
1440;1911;finistere;8540
1441;1893;ardennes;3410
1442;1906;gers;1608
1443;1893;ariege;1534
1444;1910;pyrenees-atlantiques;3507
1445;1899;gironde;5942
1446;1899;haute-garonne;3929
1447;1911;charente;4887
1448;1899;cote+d%27or;0
1449;1899;cotes+d%27armor;4894
1450;1910;indre-et-loire;2290
1451;1899;drome;2408
1452;1899;eure-et-loir;45
1453;1918;landes;2749
1454;1903;oise;0
1455;1903;orne;2418
1456;1899;bouches-du-rhone;3794
1457;1916;pas-de-calais;10769
1458;1899;aveyron;2558
1459;1899;ariege;1412
1460;1893;alpes-maritimes;0
1461;1891;pyrenees-orientales;1509
1462;1896;landes;2041
1463;1899;allier;0
1464;1893;ain;1161
1465;1903;meurthe-et-moselle;0
1466;1916;loire;4210
1467;1906;eure;1537
1468;1899;aisne;1165
1469;1891;bouches-du-rhone;3292
1470;1892;orne;2768
1471;1892;yonne;2431
1472;1895;eure-et-loir;265
1473;1898;tarn-et-garonne;1505
1474;1912;seine-et-marne;3385
1475;1898;seine-et-marne;2759
1476;1892;tarn-et-garonne;1626
1477;1898;sarthe;21927
1478;1892;tarn;2846
1479;1898;pyrenees-orientales;2042
1480;1910;aube;308
1481;1910;aude;2257
1482;1898;haute-vienne;4955
1483;1898;ille-et-vilaine;5661
1484;1910;ain;677
1485;1896;loiret;624
1486;1898;gers;1511
1487;1909;territoire+de+belfort;2088
1488;1898;haute-garonne;3940
1489;1906;cantal;1983
1490;1898;cotes+d%27armor;4789
1491;1898;dordogne;3431
1492;1914;oise;0
1493;1890;hautes-pyrenees;2167
1494;1919;mayenne;2514
1495;1891;alpes-de-haute-provence;1293
1496;1895;ardeche;2282
1497;1918;ardeche;2133
1498;1917;charente-maritime;3486
1499;1919;meuse;3127
1500;1897;saone-et-loire;5480
1501;1918;herault;47
1502;1916;aisne;1135
1503;1913;ain;761
1504;1903;archives+diplomatiques;0
1505;1916;isere;4371
1506;1914;lot;1433
1507;1903;charente-maritime;3393
1508;1903;cotes+d%27armor;4770
1509;1903;alpes-maritimes;2166
1510;1903;calvados;0
1511;1918;aude;2154
1512;1915;orne;2536
1513;1900;tarn-et-garonne;1315
1514;1895;archives+nationales+d%27outre+mer;6136
1515;1912;seine-maritime;8036
1516;1909;pyrenees-orientales;1726
1517;1909;rhone;0
1518;1898;cher;4358
1519;1912;somme;3881
1520;1910;haute-marne;1126
1521;1891;aisne;1077
1522;1916;hautes-pyrenees;3621
1523;1903;aveyron;3029
1524;1903;bas-rhin;2739
1525;1903;corse;2386
1526;1911;corse;2769
1527;1913;paris;25998
1528;1912;loire;4014
1529;1908;moselle;0
1530;1904;hautes-alpes;1034
1531;1917;haute-marne;1240
1532;1908;pyrenees-atlantiques;3769
1533;1910;meurthe-et-moselle;2977
1534;1908;tarn;3226
1535;1895;moselle;0
1536;1912;paris;25482
1537;1908;yonne;2429
1538;1908;lozere;1
1539;1914;alpes-de-haute-provence;931
1540;1890;rhone;0
1541;1912;moselle;0
1542;1905;seine-et-marne;2735
1543;1912;var;2038
1544;1894;alpes-de-haute-provence;1358
1545;1913;maine-et-loire;0
1546;1890;isere;4462
1547;1908;meuse;3756
1548;1901;charente-maritime;3481
1549;1916;puy-de-dome;9
1550;1891;haute-marne;1110
1551;1911;gard;4060
1552;1901;drome;2318
1553;1894;meuse;2684
1554;1889;cher;1074
1555;1905;sarthe;4516
1556;1916;morbihan;6988
1557;1902;haute-savoie;2407
1558;1913;aude;2340
1559;1894;correze;4126
1560;1916;cantal;2008
1561;1901;indre;3711
1562;1900;morbihan;5158
1563;1895;territoire+de+belfort;2220
1564;1896;haute-savoie;2708
1565;1919;ille-et-vilaine;5044
1566;1904;hautes-pyrenees;3095
1567;1912;memoire+des+hommes;3434
1568;1901;mayenne;2941
1569;1912;alpes-de-haute-provence;826
1570;1919;landes;2975
1571;1904;var;1974
1572;1917;doubs;2965
1573;1894;guadeloupe;602
1574;1908;pas-de-calais;9176
1575;1901;pyrenees-orientales;1899
1576;1895;nievre;4277
1577;1917;oise;0
1578;1908;seine-et-marne;2808
1579;1916;ille-et-vilaine;6714
1580;1905;allier;0
1581;1891;indre;3168
1582;1905;tarn-et-garonne;1378
1583;1913;drome;2441
1584;1904;ille-et-vilaine;4490
1585;1918;vendee;3772
1586;1889;cotes+d%27armor;4607
1587;1908;tarn-et-garonne;1225
1588;1894;loir-et-cher;0
1589;1890;haute-saone;1537
1590;1916;territoire+de+belfort;2305
1591;1896;gironde;6118
1592;1916;haute-vienne;3810
1593;1891;jura;1699
1594;1913;seine-maritime;8105
1595;1896;ardennes;2530
1596;1908;yvelines;5556
1597;1902;gard;4146
1598;1902;isere;0
1599;1911;archives+nationales+d%27outre+mer;9167
1600;1889;gers;1548
1601;1915;allier;0
1602;1905;deux-sevres;3223
1603;1916;mayenne;2778
1604;1902;ille-et-vilaine;5727
1605;1905;vaucluse;1670
1606;1905;eure-et-loir;199
1607;1893;seine-maritime;7359
1608;1914;maine-et-loire;0
1609;1891;moselle;0
1610;1913;hautes-pyrenees;2845
1611;1896;cantal;2556
1612;1914;sarthe;5967
1613;1902;meuse;3781
1614;1905;vienne;1812
1615;1905;haute-saone;2234
1616;1894;paris;22345
1617;1913;hautes-alpes;1062
1618;1905;haute-vienne;3597
1619;1896;hautes-pyrenees;2912
1620;1905;hautes-pyrenees;3158
1621;1902;loire-atlantique;5465
1622;1896;cote+d%27or;0
1623;1905;vosges;4501
1624;1917;indre-et-loire;2579
1625;1902;lot-et-garonne;1977
1626;1916;doubs;1334
1627;1914;haute-vienne;3534
1628;1917;haute-saone;2257
1629;1903;archives+nationales+d%27outre+mer;6910
1630;1902;lozere;0
1631;1917;hautes-pyrenees;3628
1632;1912;morbihan;6743
1633;1919;nord;0
1634;1889;cantal;2494
1635;1911;puy-de-dome;2509
1636;1908;lot-et-garonne;1896
1637;1914;cotes+d%27armor;5335
1638;1908;mayenne;2555
1639;1900;pyrenees-atlantiques;4793
1640;1908;oise;0
1641;1916;indre;2637
1642;1916;oise;0
1643;1911;charente-maritime;3174
1644;1904;isere;0
1645;1908;var;1931
1646;1912;hautes-pyrenees;2525
1647;1915;cote+d%27or;369
1648;1908;vosges;4405
1649;1894;pyrenees-orientales;1742
1650;1909;aube;1247
1651;1914;deux-sevres;2798
1652;1901;alpes-maritimes;2531
1653;1902;martinique;998
1654;1901;ariege;1772
1655;1912;aube;2383
1656;1918;haute-savoie;2623
1657;1895;rhone;0
1658;1894;rhone;0
1659;1914;cote+d%27or;392
1660;1901;correze;4240
1661;1904;moselle;0
1662;1910;maine-et-loire;0
1663;1890;tarn-et-garonne;1488
1664;1890;loire;0
1665;1896;hautes-alpes;1182
1666;1904;orne;2372
1667;1913;indre-et-loire;2441
1668;1900;sarthe;3713
1669;1904;pas-de-calais;8939
1670;1914;pas-de-calais;10168
1671;1893;eure-et-loir;2348
1672;1901;archives+nationales+d%27outre+mer;6436
1673;1903;vienne;1815
1674;1895;tarn;2334
1675;1911;gironde;7168
1676;1912;oise;0
1677;1902;moselle;0
1678;1895;herault;102
1679;1916;haute-loire;2828
1680;1900;doubs;1759
1681;1890;territoire+de+belfort;1994
1682;1893;marne;5526
1683;1914;rhone;1
1684;1903;yvelines;4968
1685;1904;seine-et-marne;2725
1686;1900;gers;1563
1687;1891;hautes-alpes;1050
1688;1917;ille-et-vilaine;6607
1689;1917;haute-garonne;3941
1690;1893;meurthe-et-moselle;3222
1691;1915;loire-atlantique;6406
1692;1912;aveyron;0
1693;1899;paris;21697
1694;1901;memoire+des+hommes;2186
1695;1904;aisne;1124
1696;1889;corse;2298
1697;1918;nievre;2653
1698;1915;vosges;4513
1699;1902;pas-de-calais;8982
1700;1904;allier;0
1701;1904;alpes-de-haute-provence;1279
1702;1911;guadeloupe;1578
1703;1902;pyrenees-atlantiques;4063
1704;1915;gers;1576
1705;1911;jura;91
1706;1899;savoie;0
1707;1891;haute-savoie;2249
1708;1894;tarn;2315
1709;1890;haut-rhin;5
1710;1918;loir-et-cher;0
1711;1899;somme;3994
1712;1915;rhone;0
1713;1895;isere;4988
1714;1917;ardennes;3792
1715;1911;seine-et-marne;2742
1716;1905;aisne;1205
1717;1904;loir-et-cher;0
1718;1904;ardeche;2056
1719;1914;territoire+de+belfort;2290
1720;1917;alpes-maritimes;3699
1721;1890;nievre;3865
1722;1893;vaucluse;1873
1723;1895;jura;2118
1724;1905;ardeche;2173
1725;1919;aube;1149
1726;1890;corse;2392
1727;1916;gironde;8548
1728;1904;ariege;1701
1729;1893;tarn-et-garonne;1675
1730;1905;aude;2619
1731;1899;yvelines;4674
1732;1918;yvelines;6601
1733;1893;var;0
1734;1902;cantal;1916
1735;1900;ain;215
1736;1915;herault;15
1737;1893;indre-et-loire;2148
1738;1912;bouches-du-rhone;6314
1739;1914;tarn-et-garonne;1265
1740;1904;bas-rhin;2831
1741;1902;archives+diplomatiques;0
1742;1894;vaucluse;1946
1743;1911;savoie;0
1744;1890;vienne;2045
1745;1917;aveyron;0
1746;1919;lot;1397
1747;1894;yvelines;4772
1748;1917;jura;2247
1749;1895;aisne;1222
1750;1903;ariege;1715
1751;1915;corse;2807
1752;1914;haut-rhin;2844
1753;1895;ardennes;2355
1754;1914;landes;2488
1755;1916;hautes-alpes;941
1756;1910;nord;0
1757;1903;gironde;5821
1758;1918;drome;2426
1759;1900;yvelines;4605
1760;1911;vosges;4122
1761;1903;ille-et-vilaine;5506
1762;1916;yvelines;6944
1763;1917;marne;10997
1764;1911;haute-garonne;3021
1765;1908;loir-et-cher;0
1766;1908;manche;1638
1767;1910;yvelines;5268
1768;1893;yvelines;4692
1769;1902;tarn-et-garonne;1340
1770;1890;creuse;1811
1771;1891;landes;1384
1772;1904;calvados;0
1773;1902;vaucluse;1683
1774;1893;landes;2067
1775;1902;haute-garonne;3166
1776;1919;ain;766
1777;1911;yvelines;5824
1778;1893;vienne;2097
1779;1894;archives+diplomatiques;0
1780;1917;loire-atlantique;6984
1781;1894;ardeche;2123
1782;1905;cote+d%27or;1
1783;1890;vosges;3762
1784;1890;savoie;0
1785;1911;meurthe-et-moselle;1943
1786;1895;loiret;33
1787;1902;vienne;1455
1788;1904;charente-maritime;3393
1789;1912;lot-et-garonne;1893
1790;1901;cotes+d%27armor;3335
1791;1902;yonne;2235
1792;1900;charente;2294
1793;1916;loir-et-cher;0
1794;1895;lot;1618
1795;1896;calvados;0
1796;1916;pyrenees-orientales;1917
1797;1901;eure;1531
1798;1902;manche;1693
1799;1919;haute-loire;2346
1800;1890;loire-atlantique;4814
1801;1918;allier;0
1802;1903;ain;542
1803;1895;lot-et-garonne;2354
1804;1915;cantal;1892
1805;1904;cote+d%27or;4
1806;1911;dordogne;3935
1807;1891;haut-rhin;1
1808;1904;cotes+d%27armor;4003
1809;1916;dordogne;3638
1810;1901;haute-savoie;2488
1811;1896;charente-maritime;3589
1812;1914;indre;2363
1813;1912;cotes+d%27armor;4929
1814;1891;drome;2231
1815;1890;vaucluse;1766
1816;1890;yvelines;4048
1817;1902;sarthe;4313
1818;1911;oise;0
1819;1894;creuse;1875
1820;1901;loire;3065
1821;1910;manche;1509
1822;1904;dordogne;3877
1823;1890;manche;1381
1824;1891;lozere;1686
1825;1900;gard;4033
1826;1915;savoie;0
1827;1895;allier;0
1828;1903;aisne;1160
1829;1914;doubs;1280
1830;1900;guadeloupe;753
1831;1903;ardeche;2136
1832;1900;haute-garonne;3160
1833;1895;marne;5557
1834;1902;seine-maritime;7867
1835;1895;alpes-de-haute-provence;1355
1836;1912;vendee;3445
1837;1917;lot;1499
1838;1890;gard;4680
1839;1918;charente-maritime;3427
1840;1901;puy-de-dome;0
1841;1891;allier;0
1842;1919;territoire+de+belfort;2595
1843;1901;sarthe;4595
1844;1890;gers;1454
1845;1914;lot-et-garonne;2003
1846;1894;haute-savoie;2645
1847;1900;ille-et-vilaine;0
1848;1903;charente;4347
1849;1905;memoire+des+hommes;2567
1850;1894;herault;180
1851;1895;bas-rhin;472
1852;1889;eure-et-loir;6
1853;1893;oise;0
1854;1896;finistere;7232
1855;1902;alpes-de-haute-provence;888
1856;1905;moselle;0
1857;1900;landes;1779
1858;1903;haute-loire;2787
1859;1893;paris;22775
1860;1895;meurthe-et-moselle;0
1861;1893;pas-de-calais;7918
1862;1915;loire;4018
1863;1915;indre-et-loire;2489
1864;1894;loiret;79
1865;1900;lozere;0
1866;1903;isere;0
1867;1894;lot-et-garonne;2769
1868;1918;dordogne;3944
1869;1902;dordogne;4295
1870;1900;mayenne;2732
1871;1903;loire-atlantique;5608
1872;1902;eure-et-loir;938
1873;1900;memoire+des+hommes;2048
1874;1910;memoire+des+hommes;3020
1875;1902;guadeloupe;863
1876;1902;haute-loire;2654
1877;1905;savoie;0
1878;1891;gers;1304
1879;1908;rhone;0
1880;1890;haute-marne;1272
1881;1912;allier;0
1882;1902;hautes-pyrenees;3104
1883;1896;haute-vienne;5167
1884;1893;seine-et-marne;2895
1885;1905;saone-et-loire;5044
1886;1904;indre;2762
1887;1913;gironde;8002
1888;1913;guadeloupe;1692
1889;1909;ardeche;1934
1890;1902;lot;1767
1891;1909;alpes-de-haute-provence;850
1892;1918;morbihan;7231
1893;1904;indre-et-loire;2597
1894;1915;hautes-pyrenees;2862
1895;1917;manche;1799
1896;1894;saone-et-loire;5478
1897;1909;aude;1751
1898;1913;pyrenees-atlantiques;3674
1899;1904;landes;2667
1900;1919;calvados;3224
1901;1900;seine-maritime;7033
1902;1915;nord;0
1903;1916;bas-rhin;4050
1904;1916;paris;27834
1905;1918;aveyron;0
1906;1904;loire;3255
1907;1893;vendee;3557
1908;1890;tarn;2235
1909;1904;loire-atlantique;5533
1910;1902;var;1833
1911;1915;loiret;80
1912;1913;deux-sevres;3153
1913;1917;cote+d%27or;301
1914;1902;yvelines;4900
1915;1919;dordogne;3489
1916;1890;herault;2299
1917;1918;calvados;3835
1918;1911;landes;2390
1919;1914;gard;4258
1920;1918;corse;2709
1921;1915;creuse;2329
1922;1889;charente;1753
1923;1916;haut-rhin;3492
1924;1910;loir-et-cher;0
1925;1910;seine-maritime;7929
1926;1910;haute-garonne;3182
1927;1913;calvados;0
1928;1919;somme;4037
1929;1895;ariege;1485
1930;1914;corse;2643
1931;1891;alpes-maritimes;0
1932;1912;corse;2691
1933;1903;deux-sevres;3124
1934;1914;hautes-alpes;968
1935;1903;doubs;1442
1936;1910;eure;1515
1937;1895;calvados;0
1938;1913;var;1997
1939;1919;haute-saone;2139
1940;1919;haute-vienne;3652
1941;1913;oise;0
1942;1913;landes;2503
1943;1911;nievre;2707
1944;1917;calvados;3356
1945;1914;savoie;0
1946;1913;aveyron;0
1947;1903;indre;2531
1948;1913;vosges;4693
1949;1903;jura;2264
1950;1903;loir-et-cher;0
1951;1919;saone-et-loire;5388
1952;1895;dordogne;3688
1953;1901;aisne;1201
1954;1912;pas-de-calais;9284
1955;1918;seine-et-marne;3772
1956;1914;mayenne;3048
1957;1919;maine-et-loire;0
1958;1913;vendee;3776
1959;1910;finistere;7150
1960;1915;ille-et-vilaine;5577
1961;1918;haute-loire;2646
1962;1910;somme;4008
1963;1911;gers;1405
1964;1911;mayenne;2728
1965;1917;gironde;8973
1966;1918;charente;4805
1967;1908;seine-maritime;8116
1968;1912;finistere;7986
1969;1908;territoire+de+belfort;2047
1970;1919;pyrenees-orientales;1794
1971;1908;vienne;1701
1972;1913;morbihan;6786
1973;1909;aisne;1179
1974;1910;hautes-pyrenees;2427
1975;1919;lot-et-garonne;1870
1976;1909;ariege;1553
1977;1916;vaucluse;1876
1978;1909;bas-rhin;3081
1979;1917;vosges;5214
1980;1904;manche;1725
1981;1913;haut-rhin;2523
1982;1912;haut-rhin;2432
1983;1904;mayenne;2682
1984;1917;paris;26617
1985;1891;haute-loire;2126
1986;1912;loir-et-cher;0
1987;1913;nord;0
1988;1904;meuse;3309
1989;1910;lozere;0
1990;1901;cote+d%27or;0
1991;1894;aude;3744
1992;1915;ardeche;2137
1993;1901;doubs;1773
1994;1904;oise;0
1995;1919;charente;4993
1996;1901;finistere;7213
1997;1918;pyrenees-orientales;1968
1998;1901;gers;1532
1999;1913;haute-garonne;3127
